Id,Name,DuplicateRule.DeveloperName,RecordCount,CreatedDate,LastModifiedDate
0GKgK000000Jd49WAC,DRS-0000000031,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:10.000+0000,2026-08-24T15:31:15.000+0000
0GKgK000000Jd8zWAC,DRS-0000000032,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:10.000+0000,2026-08-24T15:30:36.000+0000
0GKgK000000Jd5kWAC,DRS-0000000033,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:10.000+0000,2026-08-24T15:30:51.000+0000
0GKgK000000JdDnWAK,DRS-0000000034,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:10.000+0000,2026-08-23T21:31:33.000+0000
0GKgK000000JdAbWAK,DRS-0000000035,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:10.000+0000,2026-08-24T15:30:37.000+0000
0GKgK000000JdCCWA0,DRS-0000000036,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:10.000+0000,2026-08-24T15:31:16.000+0000
0GKgK000000Jd7OWAS,DRS-0000000037,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:10.000+0000,2026-08-24T06:23:06.000+0000
0GKgK000000Jd4AWAS,DRS-0000000038,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:10.000+0000,2026-08-23T21:34:12.000+0000
0GKgK000000Jd2YWAS,DRS-0000000039,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:11.000+0000,2026-08-24T06:36:25.000+0000
0GKgK000000Jd90WAC,DRS-0000000040,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:11.000+0000,2026-08-24T15:31:06.000+0000
0GKgK000000JdAcWAK,DRS-0000000041,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:11.000+0000,2026-08-23T21:34:12.000+0000
0GKgK000000Jd5lWAC,DRS-0000000042,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:11.000+0000,2026-08-24T15:30:41.000+0000
0GKgK000000JdCDWA0,DRS-0000000043,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:11.000+0000,2026-08-24T15:31:11.000+0000
0GKgK000000JdDoWAK,DRS-0000000044,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:11.000+0000,2026-08-24T15:31:14.000+0000
0GKgK000000JdCEWA0,DRS-0000000045,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:11.000+0000,2026-08-24T15:30:47.000+0000
0GKgK000000Jd4BWAS,DRS-0000000046,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:12.000+0000,2026-08-24T15:31:11.000+0000
0GKgK000000Jd2ZWAS,DRS-0000000047,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:12.000+0000,2026-08-24T15:37:01.000+0000
0GKgK000000JdAdWAK,DRS-0000000048,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:12.000+0000,2026-08-24T15:30:51.000+0000
0GKgK000000JdCFWA0,DRS-0000000049,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:12.000+0000,2026-08-24T15:30:58.000+0000
0GKgK000000Jd4CWAS,DRS-0000000050,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:12.000+0000,2026-08-24T15:31:16.000+0000
0GKgK000000JdAeWAK,DRS-0000000051,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:12.000+0000,2026-08-24T15:37:03.000+0000
0GKgK000000Jd4DWAS,DRS-0000000052,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:12.000+0000,2026-08-24T15:31:00.000+0000
0GKgK000000Jd2aWAC,DRS-0000000053,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:12.000+0000,2026-08-24T15:37:00.000+0000
0GKgK000000JdAfWAK,DRS-0000000054,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:13.000+0000,2026-08-24T15:30:37.000+0000
0GKgK000000Jd91WAC,DRS-0000000055,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:13.000+0000,2026-08-24T15:31:16.000+0000
0GKgK000000JdAgWAK,DRS-0000000056,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:13.000+0000,2026-08-24T15:30:39.000+0000
0GKgK000000Jd5mWAC,DRS-0000000057,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:13.000+0000,2026-08-24T15:31:14.000+0000
0GKgK000000JdCGWA0,DRS-0000000058,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:13.000+0000,2026-08-23T21:47:19.000+0000
0GKgK000000Jd92WAC,DRS-0000000059,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:13.000+0000,2026-08-24T15:30:50.000+0000
0GKgK000000Jd5nWAC,DRS-0000000060,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:13.000+0000,2026-08-24T15:30:44.000+0000
0GKgK000000JdAhWAK,DRS-0000000061,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:14.000+0000,2026-08-24T15:30:51.000+0000
0GKgK000000Jd93WAC,DRS-0000000062,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:14.000+0000,2026-08-24T15:30:59.000+0000
0GKgK000000JdCHWA0,DRS-0000000063,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:14.000+0000,2026-08-24T15:30:36.000+0000
0GKgK000000Jd94WAC,DRS-0000000064,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:14.000+0000,2026-08-24T15:30:41.000+0000
0GKgK000000Jd95WAC,DRS-0000000065,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:14.000+0000,2026-08-24T15:31:14.000+0000
0GKgK000000JdCIWA0,DRS-0000000066,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:16.000+0000,2026-08-24T15:37:02.000+0000
0GKgK000000JdAiWAK,DRS-0000000067,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:16.000+0000,2026-08-24T15:30:38.000+0000
0GKgK000000Jd96WAC,DRS-0000000068,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:16.000+0000,2026-08-24T15:31:10.000+0000
0GKgK000000JdAjWAK,DRS-0000000069,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:16.000+0000,2026-08-24T15:31:04.000+0000
0GKgK000000Jd4EWAS,DRS-0000000070,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:16.000+0000,2026-08-24T15:30:58.000+0000
0GKgK000000Jd4FWAS,DRS-0000000071,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:17.000+0000,2026-08-24T15:30:41.000+0000
0GKgK000000JdAkWAK,DRS-0000000072,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:17.000+0000,2026-08-24T15:30:37.000+0000
0GKgK000000Jd5oWAC,DRS-0000000073,Standard_Account_Duplicate_Rule,0,2026-08-17T07:54:17.000+0000,2026-08-24T15:30:39.000+0000
0GKgK000000JdDpWAK,DRS-0000000074,Standard_Account_Duplicate_Rule,1,2026-08-17T07:54:17.000+0000,2026-08-24T15:31:11.000+0000
